fecha,día 1,día 2,día 3,día 4,día 5,día 6,día 7,día 8,día 9,día 10,día 11,día 12,día 13,día 14,día 15,día 16,día 17,día 18,día 19,día 20,día 21,día 22,día 23,día 24,día 25,día 26,día 27,día 28,día 29,día 30,día 31,día lunes,día martes,día miércoles,día jueves,día viernes,fin de semana,mes de enero,mes de febrero,mes de marzo,mes de abril,mes de mayo,mes de junio,mes de julio,mes de agosto,mes de septiembre,mes de octubre,mes de noviembre,mes de diciembre,bimestre 1 del año,bimestre 2 del año,bimestre 3 del año,bimestre 4 del año,bimestre 5 del año,bimestre 6 del año,trimestre 1 del año,trimestre 2 del año,trimestre 3 del año,trimestre 4 del año,cuatrimestre 1 del año,cuatrimestre 2 del año,cuatrimestre 3 del año,semestre 1 del año,semestre 2 del año,inicio del bimestre contable 1,inicio del bimestre contable 2,inicio del bimestre contable 3,inicio del bimestre 4,inicio del bimestre 5,inicio del bimestre 6,inicio del trimestre 1,inicio del trimestre 2,inicio del trimestre 3,inicio del trimestre 4,inicio del cuatrimestre 1,inicio del cuatrimestre 2,inicio del cuatrimestre 3,inicio del semestre 1,inicio del semestre 2,inicio del anual,cierre del bimestre 1,cierre del bimestre 2,cierre del bimestre 3,cierre del bimestre 4,cierre del bimestre 5,cierre del bimestre 6,cierre del trimestre 1,cierre del trimestre 2,cierre del trimestre 3,cierre del trimestre 4,cierre del cuatrimestre 1,cierre del cuatrimestre 2,cierre del cuatrimestre 3,cierre del semestre 1,cierre del semestre 2,cierre del anual,día par del mes,día impar del mes,10 días antes de día de pago de impuestos,9 días antes de día de pago de impuestos,8 días antes de día de pago de impuestos,7 días antes de día de pago de impuestos,6 días antes de día de pago de impuestos,5 días antes de día de pago de impuestos,4 días antes de día de pago de impuestos,3 días antes de día de pago de impuestos,2 días antes de día de pago de impuestos,1 días antes de día de pago de impuestos,día de pago de impuestos,1 días después de día de pago de impuestos,2 días después de día de pago de impuestos,3 días después de día de pago de impuestos,4 días después de día de pago de impuestos,5 días después de día de pago de impuestos,6 días después de día de pago de impuestos,7 días después de día de pago de impuestos,8 días después de día de pago de impuestos,9 días después de día de pago de impuestos,10 días después de día de pago de impuestos,10 días antes de día de cobro de quincena,9 días antes de día de cobro de quincena,8 días antes de día de cobro de quincena,7 días antes de día de cobro de quincena,6 días antes de día de cobro de quincena,5 días antes de día de cobro de quincena,4 días antes de día de cobro de quincena,3 días antes de día de cobro de quincena,2 días antes de día de cobro de quincena,1 días antes de día de cobro de quincena,día de cobro de quincena,1 días después de día de cobro de quincena,2 días después de día de cobro de quincena,3 días después de día de cobro de quincena,4 días después de día de cobro de quincena,5 días después de día de cobro de quincena,6 días después de día de cobro de quincena,7 días después de día de cobro de quincena,8 días después de día de cobro de quincena,9 días después de día de cobro de quincena,10 días después de día de cobro de quincena,10 días antes de día festivo,9 días antes de día festivo,8 días antes de día festivo,7 días antes de día festivo,6 días antes de día festivo,5 días antes de día festivo,4 días antes de día festivo,3 días antes de día festivo,2 días antes de día festivo,1 días antes de día festivo,día festivo,1 días después de día festivo,2 días después de día festivo,3 días después de día festivo,4 días después de día festivo,5 días después de día festivo,6 días después de día festivo,7 días después de día festivo,8 días después de día festivo,9 días después de día festivo,10 días después de día festivo,10 días antes de primer día hábil de mes impar,9 días antes de primer día hábil de mes impar,8 días antes de primer día hábil de mes impar,7 días antes de primer día hábil de mes impar,6 días antes de primer día hábil de mes impar,5 días antes de primer día hábil de mes impar,4 días antes de primer día hábil de mes impar,3 días antes de primer día hábil de mes impar,2 días antes de primer día hábil de mes impar,1 días antes de primer día hábil de mes impar,primer día hábil de mes impar,1 días después de primer día hábil de mes impar,2 días después de primer día hábil de mes impar,3 días después de primer día hábil de mes impar,4 días después de primer día hábil de mes impar,5 días después de primer día hábil de mes impar,6 días después de primer día hábil de mes impar,7 días después de primer día hábil de mes impar,8 días después de primer día hábil de mes impar,9 días después de primer día hábil de mes impar,10 días después de primer día hábil de mes impar,10 días antes de último día hábil de mes impar,9 días antes de último día hábil de mes impar,8 días antes de último día hábil de mes impar,7 días antes de último día hábil de mes impar,6 días antes de último día hábil de mes impar,5 días antes de último día hábil de mes impar,4 días antes de último día hábil de mes impar,3 días antes de último día hábil de mes impar,2 días antes de último día hábil de mes impar,1 días antes de último día hábil de mes impar,último día hábil de mes impar,1 días después de último día hábil de mes impar,2 días después de último día hábil de mes impar,3 días después de último día hábil de mes impar,4 días después de último día hábil de mes impar,5 días después de último día hábil de mes impar,6 días después de último día hábil de mes impar,7 días después de último día hábil de mes impar,8 días después de último día hábil de mes impar,9 días después de último día hábil de mes impar,10 días después de último día hábil de mes impar,10 días antes de primer día hábil de mes par,9 días antes de primer día hábil de mes par,8 días antes de primer día hábil de mes par,7 días antes de primer día hábil de mes par,6 días antes de primer día hábil de mes par,5 días antes de primer día hábil de mes par,4 días antes de primer día hábil de mes par,3 días antes de primer día hábil de mes par,2 días antes de primer día hábil de mes par,1 días antes de primer día hábil de mes par,primer día hábil de mes par,1 días después de primer día hábil de mes par,2 días después de primer día hábil de mes par,3 días después de primer día hábil de mes par,4 días después de primer día hábil de mes par,5 días después de primer día hábil de mes par,6 días después de primer día hábil de mes par,7 días después de primer día hábil de mes par,8 días después de primer día hábil de mes par,9 días después de primer día hábil de mes par,10 días después de primer día hábil de mes par,10 días antes de último día hábil de mes par,9 días antes de último día hábil de mes par,8 días antes de último día hábil de mes par,7 días antes de último día hábil de mes par,6 días antes de último día hábil de mes par,5 días antes de último día hábil de mes par,4 días antes de último día hábil de mes par,3 días antes de último día hábil de mes par,2 días antes de último día hábil de mes par,1 días antes de último día hábil de mes par,último día hábil de mes par,1 días después de último día hábil de mes par,2 días después de último día hábil de mes par,3 días después de último día hábil de mes par,4 días después de último día hábil de mes par,5 días después de último día hábil de mes par,6 días después de último día hábil de mes par,7 días después de último día hábil de mes par,8 días después de último día hábil de mes par,9 días después de último día hábil de mes par,10 días después de último día hábil de mes par,año,mes,dia,weekday,es_habil
2022-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,1,5,0
2022-01-02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,2,6,0
2022-01-03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,1,3,0,0
2022-01-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,1,4,1,0
2022-01-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,1,5,2,0
2022-01-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,1,6,3,1
2022-01-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,1,7,4,0
2022-01-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,8,5,0
2022-01-09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,9,6,0
2022-01-10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,1,10,0,0
